make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
292,Alpina,B7,4.4 AT LWB AWD,V-type,8,Gasoline,12.1,17.4,9
293,Alpina,B7,4.4 AT SWB,V-type,8,Gasoline,12.1,17.4,9
294,Alpina,B7,4.4 AT SWB AWD,V-type,8,Gasoline,12.4,17.6,9.4
295,Alpina,B7,4.4 BITURBO SWITCH-TRONIC LWB,V-type,8,Gasoline,9.9,13.5,7.8
296,Alpina,B7,4.4 BITURBO SWITCH-TRONIC LWB AWD,V-type,8,Gasoline,10.4,14.3,8.2
297,Alpina,B7,4.4 BITURBO SWITCH-TRONIC SWB,V-type,8,Gasoline,9.9,13.5,7.8
298,Alpina,B7,4.4 BITURBO SWITCH-TRONIC SWB AWD,V-type,8,Gasoline,10.4,14.3,8.2
299,Alpina,D10,2.9 D MT,Inline,6,Diesel,7,9,6
300,Alpina,D10,2.9 D MT,Inline,6,Diesel,7,10,6
301,Alpina,D3,2.0 AT RWD,Inline,4,Diesel,6,8.2,4.8
302,Alpina,D3,2.0 MT RWD,Inline,4,Diesel,5.4,6.7,4.6
303,Alpina,D3,3.0 BITURBO SWITCH-TRONIC,Inline,6,Diesel,5.3,6,4.9
304,Alpina,D3,3.0 BITURBO SWITCH-TRONIC,Inline,6,Diesel,5.4,6.1,5
305,Alpina,D3,3.0 BITURBO SWITCH-TRONIC AWD,Inline,6,Diesel,5.6,6.3,5.2
306,Alpina,D5,3.0 BITURBO AT SWITCH-TRONIC,Inline,6,Diesel,5.9,7,5.3
307,Alpina,D5,3.0 BITURBO AT SWITCH-TRONIC,Inline,6,Diesel,6.2,7.6,5.4
308,Alpina,D5,3.0 SWITCH-TRONIC,Inline,6,Diesel,5.9,7,5.3
309,Alpina,D5,3.0 SWITCH-TRONIC,Inline,6,Diesel,6.2,7.6,5.4
310,Alpina,Roadster V8,4.8 MT,V-type,8,Gasoline,9,15,7.5
311,Alpina,XD3,3.0 BITURBO SWITCH-TRONIC AWD,Inline,6,Diesel,6.6,7.3,6.2
312,Alpina,XD3,3.0 BITURBO SWITCH-TRONIC AWD,Inline,6,Diesel,6.6,7.3,6.2
313,Alpine,A110,1.8 AMT,Inline,4,Gasoline,6.1,8.2,5
314,Alpine,A610,3.0 MT,V-type,6,Gasoline,9,14,7
315,Asia,Rocsta,2.2 D MT,Inline,4,Diesel,10,12,8
316,Aston Martin,Cygnet,1.3 CVT,Inline,4,Gasoline,5.2,6.1,4.6
317,Aston Martin,Cygnet,1.3 MT,Inline,4,Gasoline,5,5.8,4.5
318,Aston Martin,DB11,5.2 V12 AMR AT,V-type,12,Gasoline,11.4,16.6,8.5
319,Aston Martin,DB11,4.0 V8 AT,V-type,8,Gasoline,9.9,13.5,7.9
320,Aston Martin,DB7,5.9 AT,V-type,12,Gasoline,18.7,20,10
321,Aston Martin,DB7,5.9 MT,V-type,12,Gasoline,18.7,20,10
322,Aston Martin,DB9,5.9 AT,V-type,12,Gasoline,16.4,24,12
323,Aston Martin,DB9,5.9 MT,V-type,12,Gasoline,16.4,24,12.2
324,Aston Martin,DB9,5.9 AT,V-type,12,Gasoline,16.4,24,12
325,Aston Martin,DB9,5.9 MT,V-type,12,Gasoline,17.4,18.1,13.1
326,Aston Martin,DB9,5.9 GT AT,V-type,12,Gasoline,14.3,21.6,10
327,Aston Martin,DB9,5.9 V12 AT,V-type,12,Gasoline,14.3,21.6,10
328,Aston Martin,DB9,5.9 V12 AT,V-type,12,Gasoline,14.3,21.6,10
329,Aston Martin,DB9,5.9 V12 AT,V-type,12,Gasoline,14.6,22.3,10.2
330,Aston Martin,DB9,5.9 V12 MT,V-type,12,Gasoline,16.4,24.6,11.7
331,Aston Martin,DB9,5.9 V12 AT,V-type,12,Gasoline,14.6,22.3,10.2
332,Aston Martin,DB9,5.9 V12 MT,V-type,12,Gasoline,16.4,24.6,11.7
333,Aston Martin,DBS,6.0 V12 AT,V-type,12,Gasoline,16.4,24.3,11.7
334,Aston Martin,DBS,6.0 V12 MT,V-type,12,Gasoline,16.4,24.3,11.7
335,Aston Martin,DBS,6.0 V12 AT,V-type,12,Gasoline,16.4,24.3,11.7
336,Aston Martin,DBS,6.0 V12 MT,V-type,12,Gasoline,16.4,24.3,11.7
337,Aston Martin,Lagonda,5.3 AT,V-type,8,Gasoline,19.8,25,18
338,Aston Martin,Rapide,5.9 AT,V-type,12,Gasoline,14.3,21.4,10.1
339,Aston Martin,Rapide,5.9 AT,V-type,12,Gasoline,12.9,19.5,9.1
340,Aston Martin,V8 Vantage,4.3 AMT,V-type,8,Gasoline,17.2,25.2,12.5
341,Aston Martin,V8 Vantage,4.3 MT,V-type,8,Gasoline,15,22.5,10.6
342,Aston Martin,V8 Vantage,4.3 AMT,V-type,8,Gasoline,17.2,25.2,12.5
343,Aston Martin,V8 Vantage,4.3 MT,V-type,8,Gasoline,15,22.5,10.6
344,Aston Martin,V8 Vantage,4.7 AMT,V-type,8,Gasoline,12.9,19.2,9.3
345,Aston Martin,Vanquish,5.9 Sportshift,V-type,12,Gasoline,18.9,28.2,13.4
346,Aston Martin,Vanquish,5.9 Sportshift,V-type,12,Gasoline,16.7,25.6,11.5
347,Aston Martin,Vanquish,5.9 AT,V-type,12,Gasoline,14.4,21.4,10.2
348,Aston Martin,Vanquish,5.9 AT,V-type,12,Gasoline,12.8,19.3,9.1
349,Aston Martin,Vanquish,5.9 AT,V-type,12,Gasoline,13.1,19.6,9.3
350,Aston Martin,Vanquish,5.9 AT,V-type,12,Gasoline,13.1,19.6,9.3
351,Aston Martin,Vanquish,5.9 AT,V-type,12,Gasoline,14.4,21.4,10.2
352,Aston Martin,Vanquish,5.9 AT,V-type,12,Gasoline,12.8,19.3,9.1
353,Aston Martin,Vantage,4.3 V8 MT,V-type,8,Gasoline,17.2,25.2,12.5
354,Aston Martin,Vantage,4.3 V8 Sportshift,V-type,8,Gasoline,15.1,23.2,10.4
355,Aston Martin,Vantage,4.3 V8 MT,V-type,8,Gasoline,17.2,25.2,12.5
356,Aston Martin,Vantage,5.9 V12 Sportshift III,V-type,12,Gasoline,16.4,24.3,11.7
357,Aston Martin,Vantage,5.9 V12 Sportshift III,V-type,12,Gasoline,14.7,22.5,10.2
358,Aston Martin,Vantage,4.7 V8 MT,V-type,8,Gasoline,13.9,19.9,10.4
359,Aston Martin,Vantage,4.7 V8 MT,V-type,8,Gasoline,13.8,19.6,10.4
360,Aston Martin,Vantage,4.7 V8 Sportshift,V-type,8,Gasoline,13.2,19.4,9.6
361,Aston Martin,Vantage,4.7 V8 MT,V-type,8,Gasoline,13.9,19.9,10.4
362,Aston Martin,Vantage,4.7 V8 MT,V-type,8,Gasoline,13.8,19.6,10.4
363,Aston Martin,Vantage,4.7 V8 Sportshift,V-type,8,Gasoline,12.9,19.2,9.3
364,Aston Martin,Vantage,5.9 V12 MT,V-type,12,Gasoline,16.4,24.3,11.7
365,Aston Martin,Vantage,4.7 V8 AT,V-type,8,Gasoline,15.1,23.2,10.4
366,Aston Martin,Vantage,4.7 V8 MT,V-type,8,Gasoline,15,22.5,10.6
367,Aston Martin,Vantage,4.7 V8 MT,V-type,8,Gasoline,15,22.5,10.6
368,Aston Martin,Vantage,4.7 V8 Sportshift,V-type,8,Gasoline,12.9,19.2,9.3
369,Aston Martin,Vantage,4.7 V8 MT,V-type,8,Gasoline,15,22.5,10.6
370,Aston Martin,Vantage,4.7 V8 Sportshift,V-type,8,Gasoline,15.1,23.2,10.4
371,Aston Martin,Vantage,4.7 V8 MT,V-type,8,Gasoline,15,22.5,10.6
372,Aston Martin,Vantage,4.7 V8 Sportshift,V-type,8,Gasoline,15.1,23.2,10.4
373,Aston Martin,Vantage,4.0 AT,V-type,8,Gasoline,10.5,14.4,8.2
374,Aston Martin,Virage,6.0 V12 AT,V-type,12,Gasoline,15,22.3,10.8
375,Aston Martin,Virage,6.0 V12 AT,V-type,12,Gasoline,15,22.3,10.8
376,Aston Martin,Virage,5.9 AT,V-type,12,Gasoline,15,22.3,10.8
377,Aston Martin,Virage,5.9 AT,V-type,12,Gasoline,15,22.3,10.8
378,Audi,100,2.0 AT,inline,4,Gasoline,8.1,11.7,7.3
379,Audi,100,2.0 MT,inline,4,Gasoline,8.1,10.7,6.6
380,Audi,100,2.0 MT 4WD,inline,4,petrol,8.5,11.9,7.3
381,Audi,100,2.2 AT 4WD,inline,5,petrol,10.8,16.1,8.8
382,Audi,100,2.2 MT 4WD,inline,5,petrol,10,14.6,8.2
383,Audi,100,2.3 AT,inline,5,Gasoline,9.6,12.8,7.7
384,Audi,100,2.3 MT 4WD,inline,5,petrol,9.6,12.7,7.3
385,Audi,100,2.4 MT,inline,5,Diesel,7.5,9.9,5.5
386,Audi,100,2.5 AT,inline,5,Diesel,6.7,7.5,4.8
387,Audi,100,2.5 MT,inline,5,Diesel,6.7,7.5,4.8
388,Audi,100,2.6 AT 4WD,V-type,6,petrol,10,13.3,8
389,Audi,100,2.6 MT 4WD,V-type,6,petrol,10,13.3,8
390,Audi,100,2.8 AT 4WD,V-type,6,petrol,10,13.5,8
391,Audi,100,2.8 MT 4WD,V-type,6,petrol,10,13.5,8
392,Audi,100,4.2 MT 4WD,V-type,8,petrol,11.3,18.9,9.3
393,Audi,200,2.1 AT,inline,5,petrol,9.9,13.8,7.4
394,Audi,200,2.1 AT,inline,5,petrol,10.6,13.9,8.1
395,Audi,200,2.1 MT,inline,5,petrol,9.5,12.8,6.9
396,Audi,200,2.1 MT 4WD,inline,5,petrol,10.1,14.2,7.1
397,Audi,200,2.2 AT 4WD,inline,5,petrol,10.9,14.4,8.1
398,Audi,200,2.2 MT 4WD,inline,5,petrol,10.8,14.9,7.7
399,Audi,200,2.1 Quattro MT,Inline,5,Gasoline,10.1,14.2,7.1
400,Audi,200,2.1 Turbo AT,Inline,5,Gasoline,10.6,12.8,6.9
401,Audi,200,2.1 Turbo MT,Inline,5,Gasoline,9.5,12.8,6.9
402,Audi,200,2.2 Quattro MT,Inline,5,Gasoline,10.8,13.5,9.5
403,Audi,200,2.2 Turbo AT,Inline,5,Gasoline,9.7,13.2,6.9
404,Audi,200,2.2 Turbo MT,Inline,5,Gasoline,9.7,13.2,6.9
405,Audi,200,2.2 AT,inline,5,petrol,10.9,14.4,7.9
406,Audi,200,2.2 AT,inline,5,petrol,10.3,13.7,7.6
407,Audi,200,2.2 MT,inline,5,petrol,9.9,13.2,7.2
408,Audi,200,2.2 MT 4WD,inline,5,petrol,10.8,14.9,7.7
409,Audi,200,2.2 MT 4WD,inline,5,petrol,11.1,14.9,8.1
410,Audi,200,2.2 MT 4WD,inline,5,petrol,10.8,14.5,7.9
411,Audi,80,1.6 AT,inline,4,petrol,6.9,9.9,5.5
412,Audi,80,1.6 MT,inline,4,petrol,7.8,11.8,6.2
413,Audi,80,1.6 MT,inline,4,petrol,6.9,9.9,5.5
414,Audi,80,1.9 AT,inline,4,diesel,6.2,8,4.4
415,Audi,80,1.9 MT,inline,4,diesel,6.7,7.9,5.1
416,Audi,80,1.9 MT,inline,4,diesel,5.1,6.2,3.8
417,Audi,80,2.0 AT,inline,4,petrol,8.9,11.7,6.9
418,Audi,80,2.0 AT,inline,4,petrol,9,12.8,7
419,Audi,80,2.0 AT,inline,4,petrol,8.9,11.4,6.8
420,Audi,80,2.0 MT,inline,4,petrol,7.4,11.3,6
421,Audi,80,2.0 MT,inline,4,petrol,8.2,12.2,6.6
422,Audi,80,2.0 MT,inline,4,petrol,8.4,8.4,6.8
423,Audi,80,2.0 MT 4WD,inline,4,petrol,8,11.8,6.5
424,Audi,80,2.0 MT 4WD,inline,4,petrol,8.8,12.6,6.9
425,Audi,80,2.0 MT 4WD,inline,4,petrol,9.3,12.1,6.4
426,Audi,80,2.3 AT 4WD,inline,5,petrol,9.6,12.4,7.3
427,Audi,80,2.3 MT,inline,5,petrol,8.9,11.8,6.4
428,Audi,80,2.3 MT 4WD,inline,5,petrol,9.2,12.9,7.4
429,Audi,80,2.6 AT,V-type,6,petrol,9.1,13.5,7.3
430,Audi,80,2.6 MT,V-type,6,petrol,8.6,12.3,6.7
431,Audi,80,2.6 MT 4WD,V-type,6,petrol,9.8,13.3,7.9
432,Audi,80,2.8 AT,V-type,6,petrol,8.9,13.5,7.5
433,Audi,80,2.8 MT,V-type,6,petrol,8.3,12.5,6.7
434,Audi,80,2.8 MT 4WD,V-type,6,petrol,9.8,13.5,7.9
435,Audi,80,1.9 AT,inline,4,diesel,6.3,8,4.6
436,Audi,80,1.9 MT,inline,4,diesel,6.7,7.9,5.1
437,Audi,80,1.9 MT,inline,4,diesel,5.6,6.4,4.1
438,Audi,80,2.0 AT,inline,4,petrol,8.5,12,7.1
439,Audi,80,2.0 AT,inline,4,petrol,9,12.8,7
440,Audi,80,2.0 AT,inline,4,petrol,8.4,11.4,6.6
441,Audi,80,2.0 MT,inline,4,petrol,7.7,11.5,6.2
442,Audi,80,2.0 MT,inline,4,petrol,8.2,12.2,6.6
443,Audi,80,2.0 MT,inline,4,petrol,8.4,10.8,6.8
444,Audi,80,2.3 AT,inline,5,petrol,8.6,11.8,6.6
445,Audi,80,2.3 MT 4WD,inline,5,petrol,9.2,12.9,7.4
446,Audi,80,2.6 AT,V-type,6,petrol,9.4,13.5,7.5
447,Audi,80,2.6 MT 4WD,V-type,6,petrol,10.1,13.3,8.1
448,Audi,80,2.8 AT,V-type,6,petrol,8.9,13.5,7.5
449,Audi,80,2.8 MT 4WD,V-type,6,petrol,9.8,13.5,7.9
450,Audi,80,1.6 MT,Inline,4,Gasoline,7,9,5
451,Audi,80,1.6 MT,Inline,4,Gasoline,6,9,5
452,Audi,80,1.9 TD MT,Inline,4,Diesel,6.5,7.6,4.5
453,Audi,80,1.9 TD MT quattro,Inline,4,Diesel,6.5,7.6,4.5
454,Audi,80,1.9 TDI MT,Inline,4,Diesel,5.2,6.2,3.8
455,Audi,80,2.0 MT,Inline,4,Gasoline,7.4,11.3,6
456,Audi,80,2.0 MT,Inline,4,Gasoline,7.5,10.5,6.2
457,Audi,80,2.0 MT quattro,Inline,4,Gasoline,7.4,11.3,6
458,Audi,80,2.3 MT,Inline,5,Gasoline,8.4,11.8,6.4
459,Audi,80,2.3 MT quattro,Inline,5,Gasoline,8.4,11.8,6.4
460,Audi,80,2.6 MT,V-type,6,Gasoline,8.6,12.3,6.7
461,Audi,80,2.6 MT quattro,V-type,6,Gasoline,8.6,12.3,6.7
462,Audi,80,2.8 MT,V-type,6,Gasoline,8.5,11.8,6.4
463,Audi,80,2.8 MT quattro,V-type,6,Gasoline,8.5,11.8,6.4
464,Audi,80,1.9 TDI AT,Inline,4,Diesel,5.2,6.2,3.8
465,Audi,80,1.9 TDI MT,Inline,4,Diesel,5.2,6.2,3.8
466,Audi,80,2.0 AT,Inline,4,Gasoline,7.4,11.3,6
467,Audi,80,2.0 AT,Inline,4,Gasoline,7.5,10.5,6.2
468,Audi,80,2.0 MT,Inline,4,Gasoline,7.4,11.3,6
469,Audi,80,2.0 MT,Inline,4,Gasoline,7.5,10.5,6.2
470,Audi,80,2.3 MT,Inline,5,Gasoline,8.4,11.8,6.4
471,Audi,80,2.6 AT,V-type,6,Gasoline,8.6,12.3,6.7
472,Audi,80,2.6 MT,V-type,6,Gasoline,8.6,12.3,6.7
473,Audi,80,2.6 MT quartto,V-type,6,Gasoline,8.6,12.3,6.7
474,Audi,80,2.8 AT,V-type,6,Gasoline,8.5,11.8,6.4
475,Audi,80,2.8 MT,V-type,6,Gasoline,8.5,11.8,6.4
476,Audi,80,2.8 MT quattro,V-type,6,Gasoline,8.5,11.8,6.4
477,Audi,80,1.3 MT,inline,4,petrol,8.9,10.3,6.9
478,Audi,80,1.3 MT,inline,4,petrol,8.8,9.9,7
479,Audi,80,1.6 AT,inline,4,diesel,7.2,8,5.5
480,Audi,80,1.6 AT,inline,4,petrol,7.5,8.4,5.4
481,Audi,80,1.6 AT,inline,4,petrol,9.9,12.2,7.4
482,Audi,80,1.6 AT,inline,4,petrol,9.7,12.5,7.1
483,Audi,80,1.6 MT,inline,4,petrol,9.2,12.3,6.7
484,Audi,80,1.6 MT,inline,4,petrol,9.1,11.3,6.8
485,Audi,80,1.6 MT,inline,4,petrol,9,11.5,6.6
486,Audi,80,1.8 MT,inline,4,petrol,8.1,10.9,6.1
487,Audi,80,1.8 MT,inline,4,petrol,7.5,8.8,5.6
488,Audi,80,1.8 MT 4WD,inline,4,petrol,8.1,10.9,6.1
489,Audi,80,1.9 AT,inline,5,petrol,9.8,12.2,7.5
490,Audi,80,1.9 MT,inline,5,petrol,8.7,12.5,5.9
491,Audi,80,1.3 MT,inline,4,petrol,8.9,10.3,6.9
492,Audi,80,1.3 MT,inline,4,petrol,8.8,9.9,7
493,Audi,80,1.6 AT,inline,4,diesel,7.2,8,5.5
494,Audi,80,1.6 AT,inline,4,petrol,7.5,8.4,5.4
495,Audi,80,1.6 AT,inline,4,petrol,9.9,12.2,7.4
496,Audi,80,1.6 AT,inline,4,petrol,9.7,12.5,7.1
497,Audi,80,1.6 MT,inline,4,petrol,9.2,12.3,6.7
498,Audi,80,1.6 MT,inline,4,diesel,6.7,7.2,5.2
499,Audi,80,1.6 MT,inline,4,petrol,6.3,7.2,4.8
500,Audi,80,1.6 MT,inline,4,petrol,9.1,11.3,6.8
501,Audi,80,1.6 MT,inline,4,petrol,9,11.5,6.6
502,Audi,80,1.8 AT,inline,4,petrol,8.3,10.2,6.5
503,Audi,80,1.8 MT,inline,4,petrol,8.4,10.9,6.1
504,Audi,80,1.8 MT,inline,4,petrol,7.5,9.4,5.7
505,Audi,80,1.9 AT,inline,5,petrol,9.8,12.2,7.5
506,Audi,80,1.9 MT,inline,5,petrol,8.7,12.5,5.9
507,Audi,80,2.0 AT,inline,5,petrol,9.4,11.6,7.4
508,Audi,80,2.0 MT,inline,5,petrol,8.5,11.3,6.1
509,Audi,80,1.3 MT,Inline,4,Gasoline,8.8,9.4,7
510,Audi,80,1.6 D MT,Inline,4,Diesel,6.9,9.9,5.5
511,Audi,80,1.6 GLE MT,Inline,4,Gasoline,8.6,12.3,6.7
512,Audi,80,1.6 MT,Inline,4,Gasoline,8.8,9.8,6.5
513,Audi,80,1.6 TD MT,Inline,4,Diesel,6.8,7.2,4.8
514,Audi,80,1.8 CC MT,Inline,4,Gasoline,8.2,9.4,6.2
515,Audi,80,1.8 GTE MT,Inline,4,Gasoline,8,10.9,6.1
516,Audi,80,1.8 GTE quattro MT,Inline,4,Gasoline,8.3,9,6.5
517,Audi,80,1.9 AT,Inline,4,Gasoline,9.6,12.2,7.5
518,Audi,80,1.9 MT,Inline,4,Gasoline,7.6,12.5,5.9
519,Audi,90,1.6 TD MT,Inline,4,Diesel,5,6,3
520,Audi,90,2.0 MT,Inline,5,Gasoline,7,11,6
521,Audi,90,2.2 E MT,Inline,5,Gasoline,7.8,11.8,6.3
522,Audi,90,2.3 E 20V MT,Inline,5,Gasoline,8.5,13.2,7
523,Audi,90,2.3 E 20V quattro MT,Inline,5,Gasoline,9,13,7
524,Audi,90,2.3 E MT,Inline,5,Gasoline,8,11,6
525,Audi,90,2.3 E MT,Inline,5,Gasoline,8.3,11.8,6.3
526,Audi,90,2.3 E quattro MT,Inline,5,Gasoline,8,12,6
527,Audi,A1,25 TFSI MT,Inline,3,Gasoline,4.6,5.8,3.9
528,Audi,A1,30 TFSI MT,Inline,3,Gasoline,4.8,5.9,4.1
529,Audi,A1,30 TFSI S tronic,Inline,3,Gasoline,4.8,5.8,4.2
530,Audi,A1,35 TFSI S tronic,Inline,4,Gasoline,5,6.5,4.2
531,Audi,A1,40 TFSI S tronic,Inline,4,Gasoline,6,8.2,4.7
532,Audi,A1,1.2 TFSI MT,Inline,4,Gasoline,5.1,6.2,4.4
533,Audi,A1,1.4 TFSI MT,Inline,4,Gasoline,5.3,6.8,4.4
534,Audi,A1,1.4 TFSI MT,Inline,4,Gasoline,4.7,5.8,4.1
535,Audi,A1,1.4 TFSI S-tronic,Inline,4,Gasoline,5.3,6.5,4.6
536,Audi,A1,1.4 TFSI S-tronic,Inline,4,Gasoline,5.9,7.5,5.1
537,Audi,A1,1.6 TDI MT,Inline,4,Diesel,3.9,4.7,3.5
538,Audi,A1,1.6 TDI MT,Inline,4,Diesel,3.8,4.4,3.4
539,Audi,A1,1.6 TDI S-tronic,Inline,4,Diesel,4.2,5.1,3.7
540,Audi,A1,2.0 TDI MT,Inline,4,Diesel,4.1,5,3.6
541,Audi,A1,2.0 TFSI quattro MT,Inline,4,Gasoline,8.6,11.7,6.8
542,Audi,A1,1.2 TFSI MT,Inline,4,Gasoline,5.1,6.2,4.4
543,Audi,A1,1.4 TFSI MT,Inline,4,Gasoline,5.4,6.8,4.6
544,Audi,A1,1.4 TFSI S-tronic,Inline,4,Gasoline,5.4,6.9,4.6
545,Audi,A1,1.4 TFSI S-tronic,Inline,4,Gasoline,5.9,7.5,5.1
546,Audi,A1,1.6 TDI MT,Inline,4,Diesel,3.8,4.4,3.4
547,Audi,A1,1.6 TDI MT,Inline,4,Diesel,3.8,4.4,3.4
548,Audi,A1,1.6 TDI S-tronic,Inline,4,Diesel,4.2,5.1,3.7
549,Audi,A1,2.0 TDI MT,Inline,4,Diesel,4.1,5,3.6
550,Audi,A1,1.0 TFSI MT,Inline,3,Gasoline,4.2,5,3.7
551,Audi,A1,1.0 TFSI MT,Inline,3,Gasoline,4.2,5,3.7
552,Audi,A1,1.0 TFSI S-Tronic,Inline,3,Gasoline,4.4,5.4,3.8
553,Audi,A1,1.4 TDI MT,Inline,3,Diesel,3.4,3.9,3.1
554,Audi,A1,1.4 TDI S-Tronic,Inline,3,Diesel,3.6,4,3.3
555,Audi,A1,1.4 TFSI MT,Inline,4,Gasoline,4.9,6.4,4.1
556,Audi,A1,1.4 TFSI MT,Inline,4,Gasoline,4.7,5.9,4
557,Audi,A1,1.4 TFSI S-Tronic,Inline,4,Gasoline,4.9,6.2,4.2
558,Audi,A1,1.4 TFSI S-Tronic,Inline,4,Gasoline,4.7,5.8,4.1
559,Audi,A1,1.6 TDI MT,Inline,4,Diesel,3.5,4.3,3.1
560,Audi,A1,1.6 TDI S-Tronic,Inline,4,Diesel,3.7,4.3,3.4
561,Audi,A1,1.8 TFSI S-Tronic,Inline,4,Gasoline,5.6,7.1,4.7
562,Audi,A1,1.0 TFSI MT,Inline,3,Gasoline,4.2,5,3.7
563,Audi,A1,1.0 TFSI MT,Inline,3,Gasoline,4.2,5,3.7
564,Audi,A1,1.0 TFSI S-tronic,Inline,3,Gasoline,4.4,5.4,3.8
565,Audi,A1,1.4 TDI MT,Inline,3,Diesel,3.4,3.9,3.1
566,Audi,A1,1.4 TDI S-tronic,Inline,3,Diesel,3.6,4,3.3
567,Audi,A1,1.4 TFSI MT,Inline,4,Gasoline,5.1,6.6,4.2
568,Audi,A1,1.4 TFSI MT,Inline,4,Gasoline,4.7,5.9,4
569,Audi,A1,1.4 TFSI S-tronic,Inline,4,Gasoline,4.9,6.2,4.2
570,Audi,A1,1.4 TFSI S-tronic,Inline,4,Gasoline,4.7,5.8,4.1
571,Audi,A1,1.6 TDI MT,Inline,4,Diesel,3.5,4.3,3.1
572,Audi,A1,1.6 TDI S-tronic,Inline,4,Diesel,3.7,4.3,3.4
573,Audi,A1,1.8 TFSI S-tronic,Inline,4,Gasoline,5.6,7.1,4.7
574,Audi,A1,1.0 AMT,inline,3,petrol,4.9,5.9,4.3
575,Audi,A1,1.0 MT,inline,3,petrol,4.9,6,4.2
576,Audi,A1,1.0 MT,inline,3,petrol,4.7,5.9,4
577,Audi,A1,1.5 AMT,inline,4,petrol,5.1,6.5,4.3
578,Audi,A1,2.0 AMT,inline,4,petrol,6,8.2,4.8
579,Audi,A2,1.2 TDI AMT,Inline,3,Diesel,2.99,3.6,2.7
580,Audi,A2,1.4 MT,Inline,4,Gasoline,5.9,8.1,4.6
581,Audi,A2,1.4 TDI MT,Inline,3,Diesel,4.3,5.6,3.5
582,Audi,A2,1.4 TDI MT,Inline,4,Diesel,4.3,5.6,3.5
583,Audi,A2,1.6 FSI MT,Inline,4,Gasoline,5.9,8.1,4.7
584,Audi,A3,1.5 AMT,inline,4,petrol,5,6.2,4.3
585,Audi,A3,1.5 MT,inline,4,petrol,5.1,6.3,4.3
586,Audi,A3,2.0 AMT,inline,4,diesel,3.9,4.3,3.7
587,Audi,A3,2.0 MT,inline,4,diesel,3.6,4.1,3.4
588,Audi,A3,1.5 AMT,inline,4,petrol,4.9,6.2,4.2
589,Audi,A3,1.5 MT,inline,4,petrol,5,6.3,4.2
590,Audi,A3,2.0 AMT,inline,4,diesel,3.9,4.3,3.6
591,Audi,A3,1.6 AT,Inline,4,Gasoline,8.6,11.9,6.6
592,Audi,A3,1.6 MT,Inline,4,Gasoline,7.6,10.5,5.9
593,Audi,A3,1.8 AT,Inline,4,Gasoline,9.1,13.2,6.7
594,Audi,A3,1.8 MT,Inline,4,Gasoline,8.3,11.7,6.3
595,Audi,A3,1.8T AT,Inline,4,Gasoline,8.9,12.9,6.6
596,Audi,A3,1.8T MT,Inline,4,Gasoline,7.8,10.6,6.2
597,Audi,A3,1.8T MT,Inline,4,Gasoline,7.8,10.6,6.2
598,Audi,A3,1.8T MT Quattro,Inline,4,Gasoline,8.6,11.6,6.8
599,Audi,A3,1.8T MT Quattro,Inline,4,Gasoline,8.9,12.6,6.7
600,Audi,A3,1.9 TDI AT,Inline,4,Diesel,6.2,8.8,4.8
601,Audi,A3,1.9 TDI AT,Inline,4,Diesel,6.2,8.8,4.7
602,Audi,A3,1.9 TDI MT,Inline,4,Diesel,4.9,6.5,4
603,Audi,A3,1.9 TDI MT,Inline,4,Diesel,4.9,6.5,4.1
604,Audi,A3,1.6 AT,inline,4,petrol,8,11.2,6.2
605,Audi,A3,1.6 MT,inline,4,petrol,6.8,9.6,5.3
606,Audi,A3,1.8 AT,inline,4,petrol,8.7,11.9,6.8
607,Audi,A3,1.8 AT,inline,4,petrol,9,13,6.7
608,Audi,A3,1.8 AT,inline,4,petrol,9,13,6.7
609,Audi,A3,1.8 MT,inline,4,petrol,7.8,10.6,6.2
610,Audi,A3,1.8 MT 4WD,inline,4,petrol,8.7,11.9,6.9
611,Audi,A3,1.8 MT 4WD,inline,4,petrol,9.3,12.9,7.4
612,Audi,A3,1.9 MT,inline,4,diesel,4.9,6.5,4.1
613,Audi,A3,1.6 AT,Inline,4,Gasoline,8.6,11.9,6.6
614,Audi,A3,1.6 MT,Inline,4,Gasoline,7.6,10.5,5.9
615,Audi,A3,1.8 AT,Inline,4,Gasoline,9.1,13.2,6.7
616,Audi,A3,1.8 MT,Inline,4,Gasoline,8.3,11.7,6.3
617,Audi,A3,1.8T AT,Inline,4,Gasoline,8.9,12.9,6.6
618,Audi,A3,1.8T MT,Inline,4,Gasoline,7.8,10.6,6.2
619,Audi,A3,1.8T MT,Inline,4,Gasoline,7.8,10.6,6.2
620,Audi,A3,1.8T MT Quattro,Inline,4,Gasoline,8.6,11.6,6.8
621,Audi,A3,1.8T MT Quattro,Inline,4,Gasoline,8.9,12.6,6.7
622,Audi,A3,1.9 TDI AT,Inline,4,Diesel,6.2,8.8,4.8
623,Audi,A3,1.9 TDI AT,Inline,4,Diesel,6.2,8.8,4.7
624,Audi,A3,1.9 TDI MT,Inline,4,Diesel,4.9,6.5,4
625,Audi,A3,1.9 TDI MT,Inline,4,Diesel,4.9,6.5,4.1
626,Audi,A3,1.6 AT,Inline,4,Gasoline,8,11.2,6.2
627,Audi,A3,1.6 MT,Inline,4,Gasoline,6.8,9.6,5.3
628,Audi,A3,1.8 AT,Inline,4,Gasoline,8.7,11.9,6.8
