make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
6785,Chevrolet,Chevelle,3.8 MT,Inline,6,Gasoline,15.4,17.5,13.3
6786,Chevrolet,Chevelle,3.8 Powerglide,Inline,6,Gasoline,16,18,14
6787,Chevrolet,Chevelle,3.8 Turbo Hydra-Matic,Inline,6,Gasoline,15.4,17.5,13.4
6788,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,16.4,18.4,14.3
6789,Chevrolet,Chevelle,4.1 Powerglide,Inline,6,Gasoline,17.2,19.2,15.3
6790,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,16.4,18.4,14.3
6791,Chevrolet,Chevelle,5.0 3MT,V-type,8,Gasoline,19.9,22,17.9
6792,Chevrolet,Chevelle,5.0 4MT,V-type,8,Gasoline,19.4,21.4,17.3
6793,Chevrolet,Chevelle,5.0 Powerglide,V-type,8,Gasoline,20.6,22.6,18.5
6794,Chevrolet,Chevelle,5.0 Turbo Hydra-Matic,V-type,8,Gasoline,20.1,22.2,18.2
6795,Chevrolet,Chevelle,5.7 3MT,V-type,8,Gasoline,22.9,24.8,20.8
6796,Chevrolet,Chevelle,5.7 3MT,V-type,8,Gasoline,23.2,25.2,21.3
6797,Chevrolet,Chevelle,5.7 4MT,V-type,8,Gasoline,21.9,23.8,19.8
6798,Chevrolet,Chevelle,5.7 4MT,V-type,8,Gasoline,22.2,24.3,20.2
6799,Chevrolet,Chevelle,5.7 Powerglide,V-type,8,Gasoline,23.7,25.8,21.6
6800,Chevrolet,Chevelle,5.7 Powerglide,V-type,8,Gasoline,24,26,22
6801,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,22.3,24.4,20.2
6802,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,22.6,24.6,20.5
6803,Chevrolet,Chevelle,6.5 MT,V-type,8,Gasoline,25.7,28.4,19.2
6804,Chevrolet,Chevelle,6.5 MT,V-type,8,Gasoline,26,28.9,19.4
6805,Chevrolet,Chevelle,6.5 MT Close,V-type,8,Gasoline,26.1,28,20
6806,Chevrolet,Chevelle,6.5 MT HD,V-type,8,Gasoline,25.9,30.1,18.5
6807,Chevrolet,Chevelle,6.5 MT HD,V-type,8,Gasoline,27.3,31.8,19.4
6808,Chevrolet,Chevelle,6.5 Turbo Hydra-Matic,V-type,8,Gasoline,28.9,34.7,19.9
6809,Chevrolet,Chevelle,6.5 Turbo Hydra-Matic,V-type,8,Gasoline,30.3,36.2,21
6810,Chevrolet,Chevelle,3.8 MT,Inline,6,Gasoline,15.3,17.7,10.9
6811,Chevrolet,Chevelle,3.8 Turbo Hydra-Matic,Inline,6,Gasoline,15.2,18.1,10.6
6812,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,16.3,19,11.5
6813,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,16.2,19.4,11.3
6814,Chevrolet,Chevelle,5.0 3MT,V-type,8,Gasoline,19.8,23.5,13.8
6815,Chevrolet,Chevelle,5.0 4MT,V-type,8,Gasoline,19.3,21.2,14.5
6816,Chevrolet,Chevelle,5.0 Turbo Hydra-Matic,V-type,8,Gasoline,20,24.1,13.7
6817,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,21.9,24,16.4
6818,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,22.1,24.4,16.6
6819,Chevrolet,Chevelle,5.7 MT HD,V-type,8,Gasoline,22.9,26.4,16.5
6820,Chevrolet,Chevelle,5.7 MT HD,V-type,8,Gasoline,23.1,26.7,16.6
6821,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,22.4,27.5,15.1
6822,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,22.7,27.9,15.3
6823,Chevrolet,Chevelle,3.8 MT,Inline,6,Gasoline,15.2,17.3,13.1
6824,Chevrolet,Chevelle,3.8 Powerglide,Inline,6,Gasoline,16.3,18.3,14.2
6825,Chevrolet,Chevelle,3.8 Turbo Hydra-Matic,Inline,6,Gasoline,15.2,17.3,13.3
6826,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,16.2,18.3,14.2
6827,Chevrolet,Chevelle,4.1 Powerglide,Inline,6,Gasoline,17.2,19.2,15.3
6828,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,16.2,18.4,14.3
6829,Chevrolet,Chevelle,5.0 3MT,V-type,8,Gasoline,19.7,21.8,17.6
6830,Chevrolet,Chevelle,5.0 4MT,V-type,8,Gasoline,19.3,21.4,17.2
6831,Chevrolet,Chevelle,5.0 Powerglide,V-type,8,Gasoline,20.6,22.4,18.6
6832,Chevrolet,Chevelle,5.0 Turbo Hydra-Matic,V-type,8,Gasoline,20,21.9,18
6833,Chevrolet,Chevelle,5.7 3MT,V-type,8,Gasoline,23,25,21
6834,Chevrolet,Chevelle,5.7 3MT,V-type,8,Gasoline,23.3,25.4,21.2
6835,Chevrolet,Chevelle,5.7 4MT,V-type,8,Gasoline,22,24,20
6836,Chevrolet,Chevelle,5.7 4MT,V-type,8,Gasoline,22.3,24.3,20.2
6837,Chevrolet,Chevelle,5.7 Powerglide,V-type,8,Gasoline,24,25.9,22.1
6838,Chevrolet,Chevelle,5.7 Powerglide,V-type,8,Gasoline,24,26.1,22
6839,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,22.4,24.5,20.3
6840,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,22.7,24.8,20.6
6841,Chevrolet,Chevelle,6.5 MT,V-type,8,Gasoline,25.5,28.3,19
6842,Chevrolet,Chevelle,6.5 MT,V-type,8,Gasoline,25.9,28.9,19.2
6843,Chevrolet,Chevelle,6.5 MT Close,V-type,8,Gasoline,26,28,19.8
6844,Chevrolet,Chevelle,6.5 MT HD,V-type,8,Gasoline,25.7,30,18.3
6845,Chevrolet,Chevelle,6.5 MT HD,V-type,8,Gasoline,27.2,31.8,19.3
6846,Chevrolet,Chevelle,6.5 Turbo Hydra-Matic,V-type,8,Gasoline,28.7,34.7,19.7
6847,Chevrolet,Chevelle,6.5 Turbo Hydra-Matic,V-type,8,Gasoline,30.2,36.2,20.9
6848,Chevrolet,Chevelle,3.8 MT,Inline,6,Gasoline,15.3,17.8,10.9
6849,Chevrolet,Chevelle,3.8 Turbo Hydra-Matic,Inline,6,Gasoline,15.3,18.2,10.7
6850,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,16.3,19.1,11.5
6851,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,16.3,19.4,11.3
6852,Chevrolet,Chevelle,5.0 3MT,V-type,8,Gasoline,19.8,23.5,13.9
6853,Chevrolet,Chevelle,5.0 4MT,V-type,8,Gasoline,19.4,21.3,14.5
6854,Chevrolet,Chevelle,5.0 Turbo Hydra-Matic,V-type,8,Gasoline,20,24.2,13.7
6855,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,21.6,23.8,16.2
6856,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,21.9,24.2,16.4
6857,Chevrolet,Chevelle,5.7 MT HD,V-type,8,Gasoline,22.6,26.1,16.2
6858,Chevrolet,Chevelle,5.7 MT HD,V-type,8,Gasoline,22.9,26.6,16.4
6859,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,22.2,27.3,15
6860,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,22.5,27.7,15.1
6861,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,15.5,17.6,13.4
6862,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,16.5,18.6,14.4
6863,Chevrolet,Chevelle,5.0 MT,V-type,8,Gasoline,18.2,20.2,16.1
6864,Chevrolet,Chevelle,5.0 Turbo Hydra-Matic,V-type,8,Gasoline,19.5,21.4,17.5
6865,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,20.4,22.5,18.4
6866,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,20.3,22,15.5
6867,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,21.1,23.1,19.2
6868,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,21.3,23.4,19.3
6869,Chevrolet,Chevelle,7.4 MT,V-type,8,Gasoline,26,28.1,19.7
6870,Chevrolet,Chevelle,7.4 Turbo Hydra-Matic,V-type,8,Gasoline,31.4,38,21.5
6871,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,15.8,18.8,11
6872,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,15.3,18.2,10.7
6873,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,19.2,22.9,13.3
6874,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,19.3,22.9,13.5
6875,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.6,24.9,14.1
6876,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.7,25,14.2
6877,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.5,28.9,15.8
6878,Chevrolet,Chevelle,7.4 Turbo Hydra-Matic,V-type,8,Gasoline,26.5,32.6,17.8
6879,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,15.8,18.8,11
6880,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,15.3,18.2,10.7
6881,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,19.1,22.8,13.3
6882,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,19.2,22.9,13.4
6883,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.6,24.9,14.1
6884,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.7,25,14.2
6885,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.5,28.9,15.8
6886,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,15.9,18.8,11.1
6887,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,15.3,18.2,10.7
6888,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,19.2,22.9,13.4
6889,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,19.3,23,13.5
6890,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.7,24.9,14.2
6891,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.8,25,14.3
6892,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.5,28.9,15.8
6893,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,14.7,17.6,10.2
6894,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,15.3,18.2,10.7
6895,Chevrolet,Chevelle,5.0 Turbo Hydra-Matic,V-type,8,Gasoline,18.8,22.8,12.9
6896,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.8,25.1,14.2
6897,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.8,25.1,14.2
6898,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.2,28.5,15.6
6899,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,15.4,18.3,10.8
6900,Chevrolet,Chevelle,5.0 Turbo Hydra-Matic,V-type,8,Gasoline,18.9,22.9,13
6901,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.8,25.2,14.2
6902,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.8,25.2,14.2
6903,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.3,28.6,15.7
6904,Chevrolet,Chevelle,5.0 Turbo Hydra-Matic,V-type,8,Gasoline,20.4,24.4,14.1
6905,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,21.1,25.6,14.5
6906,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,21.1,25.6,14.5
6907,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,25.2,30.6,17.2
6908,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic 2-seat,V-type,8,Gasoline,22.3,26.6,15.6
6909,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic 2-seat,V-type,8,Gasoline,22.3,26.6,15.6
6910,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic 2-seat,V-type,8,Gasoline,25,30.2,17.2
6911,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,15.1,18,10.4
6912,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,15.8,18.7,11
6913,Chevrolet,Chevelle,5.0 Turbo Hydra-Matic,V-type,8,Gasoline,19.2,23.1,13.2
6914,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.6,25.1,14
6915,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,15.6,18,11.2
6916,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,16.7,19.4,11.9
6917,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,20.2,23.4,14.5
6918,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,20.3,23.3,14.6
6919,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,21,25.4,14.4
6920,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,21,25.2,14.5
6921,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.7,29,16
6922,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.8,28.9,16.2
6923,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,20.2,23.3,14.5
6924,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,20.2,23.2,14.5
6925,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,21,25.3,14.4
6926,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,20.9,25.1,14.4
6927,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.6,28.8,16
6928,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.7,28.8,16.1
6929,Chevrolet,Chevelle,7.4 MT,V-type,8,Gasoline,25.8,27.8,19.6
6930,Chevrolet,Chevelle,7.4 Turbo Hydra-Matic,V-type,8,Gasoline,27.4,33.6,18.5
6931,Chevrolet,Chevelle,4.1 MT,Inline,6,Gasoline,15.7,18.1,11.3
6932,Chevrolet,Chevelle,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,16.7,19.4,11.9
6933,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,20.3,23.4,14.6
6934,Chevrolet,Chevelle,5.7 MT,V-type,8,Gasoline,20.3,23.3,14.6
6935,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,21.1,25.4,14.5
6936,Chevrolet,Chevelle,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,21,25.3,14.5
6937,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.7,29,16.1
6938,Chevrolet,Chevelle,6.6 Turbo Hydra-Matic,V-type,8,Gasoline,23.8,29,16.2
6939,Chevrolet,Chevette,1.4 MT,Inline,4,Gasoline,7.5,7.7,5.9
6940,Chevrolet,Chevette,1.4 MT 2-seat,Inline,4,Gasoline,7.4,7.6,5.9
6941,Chevrolet,Chevette,1.4 MT 4-seat,Inline,4,Gasoline,7.5,7.7,5.9
6942,Chevrolet,Chevette,1.4 Turbo Hydra-Matic,Inline,4,Gasoline,9,10,6.7
6943,Chevrolet,Chevette,1.4 Turbo Hydra-Matic,Inline,4,Gasoline,9,10,6.8
6944,Chevrolet,Chevette,1.6 MT,Inline,4,Gasoline,8.2,8.6,6.5
6945,Chevrolet,Chevette,1.6 MT,Inline,4,Gasoline,8.2,8.6,6.5
6946,Chevrolet,Chevette,1.6 Turbo Hydra-Matic,Inline,4,Gasoline,9.4,10.6,6.9
6947,Chevrolet,Chevette,1.6 Turbo Hydra-Matic,Inline,4,Gasoline,9.4,10.6,6.8
6948,Chevrolet,Chevette,1.6 AT,Inline,4,Gasoline,8.3,9.5,6.5
6949,Chevrolet,Chevette,1.6 AT,Inline,4,Gasoline,9.1,9.9,6.8
6950,Chevrolet,Chevette,1.6 AT,Inline,4,Gasoline,9.4,10.3,7
6951,Chevrolet,Chevette,1.6 MT,Inline,4,Gasoline,7.8,8.2,6.1
6952,Chevrolet,Chevette,1.6 MT,Inline,4,Gasoline,8.2,8.6,6.5
6953,Chevrolet,Chevette,1.6 MT,Inline,4,Gasoline,8.4,8.8,6.6
6954,Chevrolet,Chevette,1.8 D AT,Inline,4,Diesel,6.9,7.1,5.4
6955,Chevrolet,Chevette,1.8 D MT,Inline,4,Diesel,5.8,7.1,4.7
6956,Chevrolet,Chevette,1.6 4MT,Inline,4,Gasoline,7.9,8.2,6.2
6957,Chevrolet,Chevette,1.6 5MT,Inline,4,Gasoline,7.6,8.2,5.8
6958,Chevrolet,Chevette,1.6 AT,Inline,4,Gasoline,8.7,9.5,6.5
6959,Chevrolet,Chevette,1.8 D AT,Inline,4,Diesel,6.9,7.1,5.4
6960,Chevrolet,Chevette,1.8 D MT,Inline,4,Diesel,5.8,7.4,4.7
6961,Chevrolet,Chevette,1.6 4MT,Inline,4,Gasoline,7.9,8.2,6.2
6962,Chevrolet,Chevette,1.6 5MT,Inline,4,Gasoline,7.6,8.2,5.8
6963,Chevrolet,Chevette,1.6 AT,Inline,4,Gasoline,8.7,9.5,6.5
6964,Chevrolet,Chevette,1.8 D AT,Inline,4,Diesel,6.9,7.1,5.4
6965,Chevrolet,Chevette,1.8 D MT,Inline,4,Diesel,5.8,7.4,4.7
6966,Chevrolet,Chevette,1.6 AT,Inline,4,Gasoline,9.1,10,6.8
6967,Chevrolet,Chevette,1.6 AT,Inline,4,Gasoline,9.3,10.2,6.9
6968,Chevrolet,Chevette,1.6 MT,Inline,4,Gasoline,8.2,8.6,6.5
6969,Chevrolet,Chevette,1.6 MT,Inline,4,Gasoline,8.8,9.2,6.9
6970,Chevrolet,Chevette,1.6 AT,Inline,4,Gasoline,9.2,10.1,6.9
6971,Chevrolet,Chevette,1.6 AT,Inline,4,Gasoline,9.3,10.2,6.9
6972,Chevrolet,Chevette,1.6 MT,Inline,4,Gasoline,8.4,8.6,6.6
6973,Chevrolet,Chevette,1.6 MT,Inline,4,Gasoline,8.9,9.2,7
6974,Chevrolet,Citation,2.5 AT,Inline,4,Gasoline,8.7,10.7,6.7
6975,Chevrolet,Citation,2.5 AT,Inline,4,Gasoline,8.1,9.8,6
6976,Chevrolet,Citation,2.5 MT,Inline,4,Gasoline,8.1,9.8,6.2
6977,Chevrolet,Citation,2.5 MT,Inline,4,Gasoline,7.3,8.7,5.6
6978,Chevrolet,Citation,2.8 AT,V-type,6,Gasoline,8.7,10.7,6.9
6979,Chevrolet,Citation,2.8 AT,V-type,6,Gasoline,10.2,11.8,7.8
6980,Chevrolet,Citation,2.8 MT,V-type,6,Gasoline,9,11.2,6.9
6981,Chevrolet,Citation,2.8 MT,V-type,6,Gasoline,9.8,11.8,6.9
6982,Chevrolet,Citation,2.8 X11 AT,V-type,6,Gasoline,10.2,11.8,7.8
6983,Chevrolet,Citation,2.8 X11 AT,V-type,6,Gasoline,9.4,10.7,7.6
6984,Chevrolet,Citation,2.8 X11 MT,V-type,6,Gasoline,9.8,11.8,6.9
6985,Chevrolet,Citation,2.8 X11 MT,V-type,6,Gasoline,9,10.7,7.1
6986,Chevrolet,Citation,2.5 AT,Inline,4,Gasoline,8.4,9.8,6.5
6987,Chevrolet,Citation,2.5 AT,Inline,4,Gasoline,8.7,10.7,7.6
6988,Chevrolet,Citation,2.5 AT,Inline,4,Gasoline,8.1,9.8,6
6989,Chevrolet,Citation,2.5 MT,Inline,4,Gasoline,9,10.7,6.7
6990,Chevrolet,Citation,2.5 MT,Inline,4,Gasoline,7.1,8.7,5.1
6991,Chevrolet,Citation,2.5 MT,Inline,4,Gasoline,7.3,8.7,5.6
6992,Chevrolet,Citation,2.8 AT,V-type,6,Gasoline,9.4,11.2,7.6
6993,Chevrolet,Citation,2.8 AT,V-type,6,Gasoline,8.7,10.7,6.9
6994,Chevrolet,Citation,2.8 AT,V-type,6,Gasoline,10.2,11.8,7.8
6995,Chevrolet,Citation,2.8 MT,V-type,6,Gasoline,9.4,11.2,6.9
6996,Chevrolet,Citation,2.8 MT,V-type,6,Gasoline,9,11.2,6.9
6997,Chevrolet,Citation,2.8 MT,V-type,6,Gasoline,9.8,11.8,6.9
6998,Chevrolet,Citation,2.8 X11 AT,V-type,6,Gasoline,10.2,11.8,7.8
6999,Chevrolet,Citation,2.8 X11 AT,V-type,6,Gasoline,10.7,11.8,9
7000,Chevrolet,Citation,2.8 X11 AT,V-type,6,Gasoline,9.4,10.7,7.6
7001,Chevrolet,Citation,2.8 X11 MT,V-type,6,Gasoline,9.8,11.8,6.9
7002,Chevrolet,Citation,2.8 X11 MT,V-type,6,Gasoline,11.8,13.1,10.2
7003,Chevrolet,Citation,2.8 X11 MT,V-type,6,Gasoline,9,10.7,7.1
7004,Chevrolet,Citation,2.5 AT,Inline,4,Gasoline,8.4,9.8,6.5
7005,Chevrolet,Citation,2.5 AT,Inline,4,Gasoline,8.7,10.7,6.7
7006,Chevrolet,Citation,2.5 AT,Inline,4,Gasoline,8.1,9.8,6
7007,Chevrolet,Citation,2.5 MT,Inline,4,Gasoline,9,10.7,6.7
7008,Chevrolet,Citation,2.5 MT,Inline,4,Gasoline,8.1,9.8,6.2
7009,Chevrolet,Citation,2.5 MT,Inline,4,Gasoline,7.3,8.7,5.6
7010,Chevrolet,Citation,2.8 AT,V-type,6,Gasoline,9.4,11.2,7.6
7011,Chevrolet,Citation,2.8 AT,V-type,6,Gasoline,9,10.7,6.7
7012,Chevrolet,Citation,2.8 AT,V-type,6,Gasoline,10.2,11.8,7.8
7013,Chevrolet,Citation,2.8 MT,V-type,6,Gasoline,9.4,11.2,6.9
7014,Chevrolet,Citation,2.8 MT,V-type,6,Gasoline,9,10.7,6.7
7015,Chevrolet,Citation,2.8 MT,V-type,6,Gasoline,9.8,11.8,6.9
7016,Chevrolet,Cobalt,2.2 AT,Inline,4,Gasoline,8.6,10.1,6.7
7017,Chevrolet,Cobalt,2.2 MT,Inline,4,Gasoline,8.6,10.1,6.7
7018,Chevrolet,Cobalt,1.5 AT,Inline,4,Gasoline,7.6,10.4,5.9
7019,Chevrolet,Cobalt,1.5 MT,Inline,4,Gasoline,6.5,8.4,5.3
7020,Chevrolet,Colorado,2.8 AT,Inline,4,Gasoline,10.5,12.3,8.3
7021,Chevrolet,Colorado,2.8 MT,Inline,4,Gasoline,10.5,12.3,8.3
7022,Chevrolet,Corsa,1.0 MT,Inline,4,Gasoline,5.2,5.5,4.1
7023,Chevrolet,Corsa,1.4 MT,Inline,4,Gasoline,6.6,7.3,5
7024,Chevrolet,Corsa,1.6 MT,Inline,4,Gasoline,7.5,8.5,5.5
7025,Chevrolet,Corsa,1.6 MT,Inline,4,Gasoline,7.1,8.1,5.6
7026,Chevrolet,Corsa,1.0 Flexpower MT,Inline,4,Hybrid,6.3,8.1,6
7027,Chevrolet,Corsa,1.4 Flexpower MT,Inline,4,Hybrid,9.8,11.5,8.3
7028,Chevrolet,Corsa,1.4 Flexpower MT,Inline,4,Hybrid,6.8,7.9,5.7
7029,Chevrolet,Corsa,1.7 TD MT,Inline,4,Diesel,5.8,7.4,4.8
7030,Chevrolet,Corsa,1.8 Flexpower MT,Inline,4,Hybrid,7.8,9.1,6.1
7031,Chevrolet,Corsa,1.8 Flexpower MT,Inline,4,Hybrid,10.8,13.2,9.1
7032,Chevrolet,Corsa,1.8 Flexpower MT,Inline,4,Hybrid,7.9,9.1,6.1
7033,Chevrolet,Corsa,1.8 Flexpower MT,Inline,4,Hybrid,10.7,13.2,9.1
7034,Chevrolet,Corsa,1.8 MT,Inline,4,Gasoline,7.7,9.1,6.1
7035,Chevrolet,Corsa,1.0 Flexpower MT,Inline,4,Hybrid,6.3,7.4,5.5
7036,Chevrolet,Corsa,1.0 Flexpower MT,Inline,4,Hybrid,8.5,10.8,7.8
7037,Chevrolet,Corsa,1.4 Flexpower MT,Inline,4,Hybrid,9.8,11.5,8.3
7038,Chevrolet,Corsa,1.4 Flexpower MT,Inline,4,Hybrid,6.8,7.9,5.7
7039,Chevrolet,Corsa,1.8 Flexpower MT,Inline,4,Hybrid,7.8,9.1,6.1
7040,Chevrolet,Corsa,1.8 Flexpower MT,Inline,4,Hybrid,10.8,13.2,9.1
7041,Chevrolet,Corsa,1.8 Flexpower MT,Inline,4,Hybrid,7.8,8.6,5.7
7042,Chevrolet,Corsa,1.8 Flexpower MT,Inline,4,Hybrid,10.7,12.3,8.3
7043,Chevrolet,Corsa,1.8 MT,Inline,4,Gasoline,7.7,9.1,6.1
7044,Chevrolet,Corsa,1.8 Flexfuel MT,Inline,4,Hybrid,7.9,9.1,6.1
7045,Chevrolet,Corsa,1.8 Flexfuel MT,Inline,4,Hybrid,10.8,13.2,9.1
7046,Chevrolet,Corsica,2.0 AT,Inline,4,Gasoline,8.7,9.8,7.6
7047,Chevrolet,Corsica,2.0 MT,Inline,4,Gasoline,8.4,9.8,6.9
7048,Chevrolet,Corsica,2.2 AT,Inline,4,Gasoline,8.7,9.8,7.6
7049,Chevrolet,Corsica,2.2 MT,Inline,4,Gasoline,8.4,9.8,6.9
7050,Chevrolet,Corsica,2.8 AT,V-type,6,Gasoline,10.2,11.8,8.7
7051,Chevrolet,Corsica,2.8 MT,V-type,6,Gasoline,10.7,13.1,8.1
7052,Chevrolet,Corsica,3.1 AT,V-type,6,Gasoline,10.7,11.8,8.7
7053,Chevrolet,Corsica,3.1 AT,V-type,6,Gasoline,10.7,11.8,8.7
7054,Chevrolet,Corsica,3.1 MT,V-type,6,Gasoline,10.7,12.4,8.4
7055,Chevrolet,Corsica,3.1 MT,V-type,6,Gasoline,10.7,12.4,8.4
7056,Chevrolet,Corsica,2.0 AT,Inline,4,Gasoline,8.7,9.8,7.6
7057,Chevrolet,Corsica,2.0 MT,Inline,4,Gasoline,8.1,9.4,6.7
7058,Chevrolet,Corsica,2.2 AT,Inline,4,Gasoline,8.7,9.4,7.6
7059,Chevrolet,Corsica,2.2 AT,Inline,4,Gasoline,8.7,9.8,7.6
7060,Chevrolet,Corsica,2.2 MT,Inline,4,Gasoline,8.7,9.8,7.6
7061,Chevrolet,Corsica,2.8 AT,V-type,6,Gasoline,10.7,11.8,9
7062,Chevrolet,Corsica,2.8 MT,V-type,6,Gasoline,10.2,12.4,8.1
7063,Chevrolet,Corsica,3.1 AT,V-type,6,Gasoline,10.7,11.8,8.7
7064,Chevrolet,Corsica,3.1 AT,V-type,6,Gasoline,10.7,11.8,8.7
7065,Chevrolet,Corsica,3.1 AT,V-type,6,Gasoline,9.8,11.2,8.1
