make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
Ford,Fusion,1.25 MT,Inline,4,Gasoline,6.5,8.7,5.2
Ford,Fusion,1.4 Durashift EST,Inline,4,Gasoline,7.4,9.3,6.4
Ford,Fusion,1.4 EuroV MT,Inline,4,Gasoline,6.6,8.8,5.4
Ford,Fusion,1.4 MT,Inline,4,Gasoline,6.5,8.5,5.3
Ford,Fusion,1.4 TDCI Durashift EST,Inline,4,Diesel,5,6.5,4.3
Ford,Fusion,1.4 TDCI MT,Inline,4,Diesel,4.4,5.2,3.9
Ford,Fusion,1.6 AT,Inline,4,Gasoline,7.6,10.3,6.1
Ford,Fusion,1.6 EuroV MT,Inline,4,Gasoline,6.7,9.1,5.4
Ford,Fusion,1.6 MT,Inline,4,Gasoline,6.6,8.9,5.3
Ford,Fusion,1.6 TDCI MT,Inline,4,Diesel,4.6,5.5,4
Ford,GT,3.5 AMT,V-type,6,Gasoline,16.8,21.3,13
Ford,GT,5.4 T MT,V-type,8,Gasoline,14.7,18.1,11.2
Ford,GT40,4.7 MT,V-type,8,Gasoline,16.7,19.7,11.8
Ford,Galaxy,1.8 TDCi 5MT,Inline,4,Diesel,6.3,8,5.3
Ford,Galaxy,1.8 TDCi 6MT,Inline,4,Diesel,6.3,8,5.3
Ford,Galaxy,1.8 TDCi MT,Inline,4,Diesel,6.3,8,5.3
Ford,Galaxy,1.9 TDi AT,Inline,4,Diesel,8.3,9.3,6.9
Ford,Galaxy,1.9 TDi MT,Inline,4,Diesel,6.6,8.6,5.4
Ford,Galaxy,2.0 AT,Inline,4,Gasoline,10.6,12.8,9
Ford,Galaxy,2.0 Duratec MT,Inline,4,Gasoline,8.2,11.3,6.4
Ford,Galaxy,2.0 EcoBoost PowerShift,Inline,4,Gasoline,8.1,11,6.4
Ford,Galaxy,2.0 MT FlexiFuel,Inline,4,Gasoline,10.7,14.6,8.5
Ford,Galaxy,2.0 MT,Inline,4,Gasoline,10.1,13.8,7.9
Ford,Galaxy,2.0 TDCi AT,Inline,4,Diesel,7.2,9.7,5.7
Ford,Galaxy,2.0 TDCi DPF MT,Inline,4,Diesel,6,7.7,5
Ford,Galaxy,2.0 TDCi DuraShift,Inline,4,Diesel,7.4,10,5.9
Ford,Galaxy,2.0 TDCi MT,Inline,4,Diesel,6,7.7,5
Ford,Galaxy,2.2 TDCi MT,Inline,4,Diesel,6.7,9.1,5.3
Ford,Galaxy,2.3 AT,Inline,4,Gasoline,10.8,14.9,8.5
Ford,Galaxy,2.3 DuraShift,Inline,4,Gasoline,9.8,13.8,7.5
Ford,Galaxy,2.3 Duratec AT,Inline,4,Gasoline,9.8,13.8,7.5
Ford,Galaxy,2.3 MT,Inline,4,Gasoline,10,13.9,7.7
Ford,Galaxy,2.8 AT 4x4,V-type,6,Gasoline,13.6,18.5,10.6
Ford,Galaxy,2.8 AT,V-type,6,Gasoline,12.7,17.6,9.7
Ford,Galaxy,2.8 MT,V-type,6,Gasoline,11.6,16.5,8.8
Ford,Ka,1.2 MT,Inline,4,Gasoline,5.1,6.3,4.4
Ford,Ka,1.3 MT,Inline,4,Gasoline,5.9,7.9,4.8
Ford,Ka,1.3 TDCi MT,Inline,4,Diesel,4.2,5.2,3.7
Ford,Ka,1.5 MT,inline,4,diesel,4.1,4.3,4
Ford,Ka,1.6 MT,Inline,4,Gasoline,7.6,10.4,6
Ford,Kuga,1.5 EcoBoost AT AWD,Inline,4,Gasoline,8,10.7,6.4
Ford,Kuga,1.6 EcoBoost AT AWD,Inline,4,Gasoline,7.7,10.2,6.3
Ford,Kuga,1.6 EcoBoost MT,Inline,4,Gasoline,6.6,8.3,5.6
Ford,Kuga,2.0 Duratorq TDCi PowerShift AWD,Inline,4,Diesel,6.2,7.3,5.5
Ford,Kuga,2.0 TDCi MT AWD,Inline,4,Diesel,6.4,8.1,5.4
Ford,Kuga,2.0 TDCi MT,Inline,4,Diesel,6.3,8,5.3
Ford,Kuga,2.0 TDCi PowerShift AWD,Inline,4,Diesel,6.8,8.5,5.8
Ford,Kuga,2.5 AT AWD,Inline,5,Gasoline,10.3,14.6,7.8
Ford,Kuga,2.5 AT,Inline,4,Gasoline,8.1,11.2,6.4
Ford,Kuga,2.5 MT AWD,Inline,5,Gasoline,9.9,13.9,7.6
Ford,Maverick,2.0 MT 4x4,Inline,4,Gasoline,9.6,12.6,7.9
Ford,Maverick,2.3 MT 4x4,Inline,4,Gasoline,10.5,13.6,8.5
Ford,Maverick,2.4 MT 4x4,Inline,4,Gasoline,11.8,13.1,8.5
Ford,Maverick,2.7 TD MT 4x4,Inline,4,Diesel,10.3,11.8,7.5
Ford,Maverick,3.0 AT 4x4,V-type,6,Gasoline,12.3,17.5,8.3
Ford,Mondeo,1.0 EcoBoost MT,Inline,3,Gasoline,5.1,6.3,4.4
Ford,Mondeo,1.5 EcoBoost MT,Inline,4,Gasoline,5.8,7.8,4.6
Ford,Mondeo,1.5 TDCi Duratorq MT,Inline,4,Diesel,4.2,4.8,3.8
Ford,Mondeo,1.6 EcoBoost MT,Inline,4,Gasoline,6.8,9.1,5.5
Ford,Mondeo,1.6 MT,Inline,4,Gasoline,7.1,10.1,5.5
Ford,Mondeo,1.6 TDCi Duratorq MT,Inline,4,Diesel,4.2,4.8,3.8
Ford,Mondeo,1.6 TDCi MT,Inline,4,Diesel,4.3,5,3.9
Ford,Mondeo,1.6 Ti-VCT MT,Inline,4,Gasoline,6.8,9.2,5.4
Ford,Mondeo,1.8 MT,Inline,4,Gasoline,8,11.4,5.9
Ford,Mondeo,1.8 SCi MT,Inline,4,Gasoline,7.2,9.9,5.7
Ford,Mondeo,1.8 TD MT,Inline,4,Diesel,6.1,7.4,4.3
Ford,Mondeo,1.8 TDCi 5MT,Inline,4,Diesel,5.8,7.5,4.8
Ford,Mondeo,1.8 TDCi 6MT,Inline,4,Diesel,5.8,7.5,4.8
Ford,Mondeo,1.8 TDCi MT,Inline,4,Diesel,5.7,7.4,4.7
Ford,Mondeo,2.0 4AT,Inline,4,Gasoline,9.2,12.6,7.3
Ford,Mondeo,2.0 AT,Inline,4,Gasoline,8.8,12.6,6.7
Ford,Mondeo,2.0 Di MT,Inline,4,Diesel,5.9,8.2,4.6
Ford,Mondeo,2.0 EcoBoost AT,Inline,4,Gasoline,7.3,10.2,5.6
Ford,Mondeo,2.0 EcoBoost MT,Inline,4,Gasoline,7.6,10.4,6
Ford,Mondeo,2.0 EcoBoost PowerShift,Inline,4,Gasoline,7.7,10.7,6
Ford,Mondeo,2.0 Flexifuel MT,Inline,4,Gasoline,10.3,14.6,7.8
Ford,Mondeo,2.0 Hybrid Duratec AT,Inline,4,Gasoline,4.2,5,2.8
Ford,Mondeo,2.0 MT,Inline,4,Gasoline,8.1,11.5,6.1
Ford,Mondeo,2.0 SCTi EcoBoost Powershift,Inline,4,Gasoline,7.7,10.7,6
Ford,Mondeo,2.0 TD MT,Inline,4,Diesel,5.9,8.2,4.6
Ford,Mondeo,2.0 TDCi  6MT,Inline,4,Diesel,6,8.1,4.8
Ford,Mondeo,2.0 TDCi 5MT,Inline,4,Diesel,5.7,7.9,4.5
Ford,Mondeo,2.0 TDCi 6MT,Inline,4,Diesel,6,8.1,4.8
Ford,Mondeo,2.0 TDCi AT,Inline,4,Diesel,7.4,10.2,5.8
Ford,Mondeo,2.0 TDCi DPF AT,Inline,4,Diesel,7.1,9.8,5.6
Ford,Mondeo,2.0 TDCi DPF MT,Inline,4,Diesel,5.9,7.6,4.9
Ford,Mondeo,2.0 TDCi Duratorq AMT,Inline,4,Diesel,4.4,5.1,4
Ford,Mondeo,2.0 TDCi Duratorq MT,Inline,4,Diesel,4.1,4.6,3.7
Ford,Mondeo,2.0 TDCi MT,Inline,4,Diesel,6,8.1,4.8
Ford,Mondeo,2.0 TDCi PowerShift,Inline,4,Diesel,7.1,9.8,5.6
Ford,Mondeo,2.0 TDCi Powershift,Inline,4,Diesel,5.6,7.2,4.7
Ford,Mondeo,2.0 TDDi MT,Inline,4,Diesel,5.9,8.2,4.6
Ford,Mondeo,2.2 TDCi AT,Inline,4,Diesel,6.5,9,5.1
Ford,Mondeo,2.2 TDCi DPF MT,Inline,4,Diesel,6.2,8.4,4.9
Ford,Mondeo,2.2 TDCi MT,Inline,4,Diesel,6.1,8.2,4.9
Ford,Mondeo,2.3 AT,Inline,4,Gasoline,9.3,13.8,6.7
Ford,Mondeo,2.5 5MT,V-type,6,Gasoline,9.9,14.3,7.3
Ford,Mondeo,2.5 6MT,V-type,6,Gasoline,10.2,15,7.5
Ford,Mondeo,2.5 AT,V-type,6,Gasoline,10.1,14.5,7.6
Ford,Mondeo,2.5 MT,V-type,6,Gasoline,9.5,13.6,7.1
Ford,Mondeo,2.5 ST200 MT,V-type,6,Gasoline,9.8,14.4,7.1
Ford,Mondeo,2.5T MT,Inline,5,Gasoline,9.3,13.6,6.8
Ford,Mondeo,3.0 MT,V-type,6,Gasoline,10.3,15.1,7.5
Ford,Mondeo,3.0 ST220 5MT,V-type,6,Gasoline,10.2,14.3,7.9
Ford,Mondeo,3.0 ST220 MT,V-type,6,Gasoline,10.4,14.5,8
Ford,Mustang,2.3 AT,Inline,4,Gasoline,10,14.1,7.7
Ford,Mustang,2.3 EcoBoost AT,Inline,4,Gasoline,9.5,13.7,7
Ford,Mustang,2.3 EcoBoost MT,Inline,4,Gasoline,9.1,12.3,7.3
Ford,Mustang,2.3 MT,Inline,4,Gasoline,8.2,10.4,6.9
Ford,Mustang,3.7 AT,V-type,6,Gasoline,10.2,12.4,7.8
Ford,Mustang,3.7 MT,V-type,6,Gasoline,10.7,12.4,8.1
Ford,Mustang,4.0 AT,V-type,6,Gasoline,12.4,14.7,9.8
Ford,Mustang,4.0 MT,V-type,6,Gasoline,11.2,13.1,9
Ford,Mustang,5.0 AT,V-type,8,Gasoline,12.8,19.9,8.7
Ford,Mustang,5.0 MT,V-type,8,Gasoline,13.6,20.1,9.8
Ford,Mustang,5.2 MT,V-type,8,Gasoline,14.7,16.8,11.2
Ford,Mustang,Boss 302  5.0 MT,V-type,8,Gasoline,11.8,13.8,9
Ford,Mustang,GT 4.6 AT,V-type,8,Gasoline,12.4,13.8,10.2
Ford,Mustang,GT 4.6 MT,V-type,8,Gasoline,12.4,14.7,9.8
Ford,Mustang,GT 5.0 AT,V-type,8,Gasoline,11.8,13.1,9.4
Ford,Mustang,GT 5.0 MT,V-type,8,Gasoline,12.4,15.7,9
Ford,Mustang,Shelby GT500 5.4 MT,V-type,8,Gasoline,13.8,16.8,10.7
Ford,Mustang,Shelby GT500 5.8 MT,V-type,8,Gasoline,13.1,15.7,9.8
Ford,Probe,2.0 MT,Inline,4,Gasoline,7.9,9.8,6
Ford,Probe,2.2 GT MT,Inline,4,Gasoline,8.1,11.3,6.1
Ford,Probe,2.5 MT,V-type,6,Gasoline,8.9,11.9,7.2
Ford,Ranger,2.2 TD AT 4x4,Inline,4,Diesel,9.4,11.9,8
Ford,Ranger,2.2 TD MT 4x4,Inline,4,Diesel,8.3,9.7,7.5
Ford,Ranger,2.2 TDCi AT AWD,Inline,4,Diesel,7.8,9.8,6.7
Ford,Ranger,2.2 TDCi MT AWD,Inline,4,Diesel,6.9,8,6.3
Ford,Ranger,2.2 TDCi MT,Inline,4,Diesel,6.6,8.4,5.7
Ford,Ranger,2.5 MT 4x4,Inline,4,Gasoline,10.8,14.1,8.9
Ford,Ranger,2.5 TD AT,Inline,4,Diesel,10.4,12.9,9
Ford,Ranger,2.5 TD MT 4x4,Inline,4,Diesel,11.5,13.3,7.7
Ford,Ranger,2.5 TD MT,Inline,4,Diesel,10.1,11.5,6.7
Ford,Ranger,3.0 TD AT 4x4,Inline,4,Diesel,10.2,12.6,8.9
Ford,Ranger,3.0 TD MT 4x4,Inline,4,Diesel,9.2,11.3,8
Ford,Ranger,3.0 TD MT,Inline,4,Diesel,8.9,10.9,7.8
Ford,Ranger,3.2 TD AT 4x4,Inline,5,Diesel,10.2,12.8,8.7
Ford,Ranger,3.2 TD MT 4x4,Inline,5,Diesel,9.2,11.7,7.9
Ford,Ranger,3.2 TDCi AT AWD,Inline,5,Diesel,8.4,11.4,7.2
Ford,Ranger,3.2 TDCi MT AWD,Inline,5,Diesel,8.4,10.5,7.2
Ford,S-Max,1.6 EcoBoost MT,Inline,4,Gasoline,7,9.4,5.7
Ford,S-Max,1.8 TDCi 5MT,Inline,4,Diesel,6.2,7.9,5.2
Ford,S-Max,1.8 TDCi 6MT,Inline,4,Diesel,6.2,7.9,5.2
Ford,S-Max,2.0 EcoBoost MT,Inline,4,Gasoline,8.1,11.2,6.4
Ford,S-Max,2.0 EcoBoost Powershift,Inline,4,Gasoline,8.1,11,6.4
Ford,S-Max,2.0 EuroV MT,Inline,4,Gasoline,8.1,11,6.4
Ford,S-Max,2.0 FlexiFuel MT,Inline,4,Gasoline,8.1,11,6.4
Ford,S-Max,2.0 MT,Inline,4,Gasoline,8.1,11,6.4
Ford,S-Max,2.0 TDCi DPF AT,Inline,4,Diesel,7.3,9.9,5.8
Ford,S-Max,2.0 TDCi DPF MT,Inline,4,Diesel,6,7.7,5
Ford,S-Max,2.0 TDCi DPF Powershift,Inline,4,Diesel,7.2,9.7,5.7
Ford,S-Max,2.0 TDCi MT,Inline,4,Diesel,6,7.7,5
Ford,S-Max,2.2 TDCi DPF AT,Inline,4,Diesel,7.1,9.4,5.8
Ford,S-Max,2.2 TDCi DPF MT,Inline,4,Diesel,6.6,9,5.2
Ford,S-Max,2.3 AT,Inline,4,Gasoline,9.7,13.7,7.4
Ford,S-Max,2.3 Powershift,Inline,4,Gasoline,9.7,13.7,7.4
Ford,S-Max,2.5 MT,Inline,5,Gasoline,9.4,13.3,7.1
Ford,Scorpio,1.8 MT,Inline,4,Gasoline,8.8,9.6,7.9
Ford,Scorpio,2.0 AT,Inline,4,Gasoline,9.3,10.3,8.2
Ford,Scorpio,2.0 MT,Inline,4,Gasoline,9.5,10.5,8.5
Ford,Scorpio,2.0i AT,Inline,4,Gasoline,8.4,9,7.8
Ford,Scorpio,2.0i MT,Inline,4,Gasoline,8.4,9,7.9
Ford,Scorpio,2.3 AT,Inline,4,Gasoline,10.5,14.4,8.3
Ford,Scorpio,2.3 MT,Inline,4,Gasoline,9.6,12.9,7.7
Ford,Scorpio,2.4 AT,V-type,6,Gasoline,9.8,10.7,8.8
Ford,Scorpio,2.4 MT,V-type,6,Gasoline,9.6,10.8,8.8
Ford,Scorpio,2.5 D MT,Inline,4,Diesel,7.8,8.1,7.5
Ford,Scorpio,2.5 TD AT,Inline,4,Diesel,10,13.8,7.8
Ford,Scorpio,2.5 TD MT,Inline,4,Diesel,7.7,8.4,7.5
Ford,Scorpio,2.8 AT,V-type,6,Gasoline,10.4,11.8,8.8
Ford,Scorpio,2.8 MT 4x4,V-type,6,Gasoline,11,12.2,9.7
Ford,Scorpio,2.8 MT,V-type,6,Gasoline,9.8,11,8.8
Ford,Scorpio,2.9 AT,V-type,6,Gasoline,11,12.4,9.5
Ford,Scorpio,2.9 Cosworth AT,V-type,6,Gasoline,12.2,14,10.2
Ford,Scorpio,2.9 MT 4x4,V-type,6,Gasoline,11.2,12.6,9.9
Ford,Scorpio,2.9 MT,V-type,6,Gasoline,10.4,11.5,8.4
Ford,Sierra,1.6 4MT,Inline,4,Gasoline,7.7,8.9,6.1
Ford,Sierra,1.6 5MT,Inline,4,Gasoline,7.1,8.9,5.5
Ford,Sierra,1.6 MT,Inline,4,Gasoline,7.7,10.3,6.1
Ford,Sierra,1.8 4MT,Inline,4,Gasoline,8,9,6.6
Ford,Sierra,1.8 5MT,Inline,4,Gasoline,7.6,9,6
Ford,Sierra,1.8 AT,Inline,4,Gasoline,7.8,9.5,6.2
Ford,Sierra,1.8 MT,Inline,4,Gasoline,7.7,9.4,6
Ford,Sierra,1.8 TD MT,Inline,4,Diesel,6.7,7.2,4.9
Ford,Sierra,2.0 4x4 MT,Inline,4,Gasoline,8.3,10.3,6.4
Ford,Sierra,2.0 AT,Inline,4,Gasoline,7.7,10.6,6.1
Ford,Sierra,2.0 Cosworth MT,Inline,4,Gasoline,7.9,10.8,6.9
Ford,Sierra,2.0 MT 4x4,Inline,4,Gasoline,8.3,10.3,6.4
Ford,Sierra,2.0 MT,Inline,4,Gasoline,7.4,10.3,5.8
Ford,Sierra,2.3 MT,V-type,6,Gasoline,8,12.1,6.3
Ford,Sierra,2.3D MT,Inline,4,Diesel,6.7,8.3,5.1
Ford,Sierra,2.8 4x4 MT,V-type,6,Gasoline,10.5,15,8.5
Ford,Sierra,2.9 MT  4x4,V-type,6,Gasoline,10.4,15.8,8.6
Ford,Sierra,2.9 MT 4x4,V-type,6,Gasoline,9.3,18.2,7.5
Ford,Sierra,2.9 MT,V-type,6,Gasoline,9.7,14.8,7.9
Ford,Taurus,2.0 AT,Inline,4,Gasoline,9.1,10.7,7.4
Ford,Taurus,2.5 AT,Inline,4,Gasoline,11.3,14,10
Ford,Taurus,2.5 MT,Inline,4,Gasoline,10.7,12.4,8.4
Ford,Taurus,3.0 AT,V-type,6,Gasoline,12.8,15,10
Ford,Taurus,3.4 AT,V-type,8,Gasoline,12.7,14.8,10.1
Ford,Taurus,3.5 AT AWD,V-type,6,Gasoline,11.8,13.8,9.1
Ford,Taurus,3.5 AT,V-type,6,Gasoline,10.7,13.1,8.4
Ford,Taurus,3.8 AT,V-type,6,Gasoline,13.1,15.7,9.8
Ford,Thunderbird,4.0 AT,V-type,8,Gasoline,12,13.8,10
Ford,Tourneo Connect,1.5 AT,inline,4,diesel,5.3,5.6,5.2
Ford,Tourneo Connect,1.5 MT,inline,4,diesel,4.8,5,4.6
Ford,Tourneo Connect,1.8 MT LWB,Inline,4,Gasoline,9.3,11.9,7.4
Ford,Tourneo Connect,1.8 MT SWB,Inline,4,Gasoline,8.3,11.6,6.3
Ford,Tourneo Connect,1.8 MT,inline,4,diesel,6,7.2,5.3
Ford,Tourneo Connect,1.8 TD MT LWB,Inline,4,Diesel,6,7.6,5.2
Ford,Tourneo Connect,1.8 TD MT SWB,Inline,4,Diesel,6,7.6,5.2
Ford,Tourneo Connect,1.8 TDCi MT LWB,Inline,4,Diesel,6.5,7.9,5.4
Ford,Tourneo Connect,1.8 TDCi MT SWB,Inline,4,Diesel,6.3,7.8,5.4
Ford,Tourneo Courier,1.0 MT,inline,3,petrol,5.4,6.8,4.7
Ford,Tourneo Courier,1.5 MT,inline,4,diesel,4.1,4.7,3.7
Ford,Tourneo Courier,1.6 MT,inline,4,diesel,4,4.7,3.6
Ford,Tourneo Custom,2.0 TDCi AT 310 L1,Inline,4,Diesel,7.1,7.7,6.5
Ford,Tourneo Custom,2.0 TDCi AT 310 L2,Inline,4,Diesel,7.1,7.7,6.5
Ford,Tourneo Custom,2.0 TDCi AT 320 L1,Inline,4,Diesel,7.1,7.7,6.5
Ford,Tourneo Custom,2.0 TDCi AT 320 L2,Inline,4,Diesel,7.1,7.7,6.5
Ford,Tourneo Custom,2.0 TDCi MT 310 L1,Inline,4,Diesel,6.3,7.2,5.8
Ford,Tourneo Custom,2.0 TDCi MT 310 L2,Inline,4,Diesel,6.3,7.2,5.8
Ford,Tourneo Custom,2.0 TDCi MT 320 L1,Inline,4,Diesel,6.3,7.2,5.8
Ford,Tourneo Custom,2.0 TDCi MT 320 L2,Inline,4,Diesel,6.3,7.2,5.8
Ford,Tourneo Custom,2.2 Duratorq TDCi MT 300 LWB,Inline,4,Diesel,7,8.3,6.2
Ford,Tourneo Custom,2.2 Duratorq TDCi MT 300 SWB,Inline,4,Diesel,6.5,7.3,6.1
Ford,Tourneo Custom,2.2 Duratorq TDCi MT 310 LWB,Inline,4,Diesel,7,8.3,6.2
Ford,Tourneo Custom,2.2 Duratorq TDCi MT 310 SWB,Inline,4,Diesel,6.5,7.3,6.1
Ford,Tourneo Custom,2.2 Duratorq TDCi MT 330 LWB,Inline,4,Diesel,7,8.3,6.2
Ford,Tourneo,2.2 TDCi MT FWD 280 SWB,Inline,4,Diesel,7.6,9.3,6.6
Ford,Windstar,3.0 AT,V-type,6,Gasoline,10.4,13.2,8.3
GAZ,14 Chaika,5.5 AT,V-type,8,Gasoline,24,29,20
GAZ,21 Volga,2.4 MT,Inline,4,Gasoline,13.5,15,11
GAZ,21 Volga,2.5 AT,inline,4,petrol,9,14.4,8.8
GAZ,21 Volga,2.5 MT,inline,4,petrol,9,14.4,8.8
GAZ,3102 Volga,2.3 MT,Inline,4,Gasoline,10.8,12.4,7.8
GAZ,3102 Volga,2.3i MT,Inline,4,Gasoline,10,10.8,7.6
GAZ,3102 Volga,2.4 MT,Inline,4,Gasoline,11.4,12.8,8.4
GAZ,3102 Volga,2.5 MT,inline,4,petrol,11,13.5,8.8
GAZ,31029 Volga,2.4 MT,Inline,4,Gasoline,12.6,13.1,9.9
GAZ,31029 Volga,2.5 MT,inline,4,petrol,12.9,15,9.3
GAZ,31105 Volga,2.1 TD MT,Inline,4,Diesel,7.6,10.6,7.2
GAZ,31105 Volga,2.3 MT,Inline,4,Gasoline,10.1,14.1,7.7
GAZ,31105 Volga,2.4 MT,Inline,4,Gasoline,10.4,14.6,9.9
GAZ,31105 Volga,2.5 MT,Inline,4,Gasoline,10.6,14.8,10.1
GAZ,Siber,2.0 MT,Inline,4,Gasoline,9,10,6.7
GAZ,Siber,2.4 AT,Inline,4,Gasoline,9.3,12.3,7.1
GAZ,Sobol,2217 2.5 MT,Inline,4,Gasoline,11,12,10.7
GAZ,Sobol,22171 2.5 MT H2,Inline,4,Gasoline,11,12,10.7
GAZ,Volga Siber,2.0 MT,inline,4,petrol,8.5,11.6,6.7
GAZ,Volga Siber,2.4 AT,inline,4,petrol,10.3,14.7,8.1
GAZ,Volga Siber,2.4 MT,inline,4,petrol,9.1,12.7,7.7
GMC,Acadia,3.6 AT,Inline,4,Gasoline,11.5,13.5,8.9
GMC,Envoy,4.2 AT XL,Inline,6,Gasoline,13.8,15.7,11.8
GMC,Jimmy,4.3 AT,V-type,6,Gasoline,13.7,19.1,10.5
Geely,Atlas,2.0 MT,Inline,4,Gasoline,8.1,11.2,6.2
Geely,Atlas,2.4 AT AWD,Inline,4,Gasoline,9.4,13.8,6.9
Geely,Atlas,2.4 AT,Inline,4,Gasoline,8.9,13,6.6
Geely,Emgrand 7,1.5 MT,Inline,4,Gasoline,7.1,9.4,5.7
Geely,Emgrand 7,1.8 CVT,Inline,4,Gasoline,8.3,10.9,6.7
Geely,Emgrand 7,1.8 MT,Inline,4,Gasoline,7.6,10,6.4
Geely,Emgrand EC7,1.5 MT,Inline,4,Gasoline,7.6,10,6.2
Geely,Emgrand EC7,1.8 MT,Inline,4,Gasoline,7.6,10,6.2
Geely,Emgrand X7,1.8 MT,Inline,4,Gasoline,8.1,10.8,6.6
Geely,Emgrand X7,2.0 AT,Inline,4,Gasoline,8.6,11.4,7
Geely,Emgrand X7,2.0 MT,Inline,4,Gasoline,8.6,11.4,7
Geely,Emgrand X7,2.4 AT,Inline,4,Gasoline,10.8,14.7,8.7
Geely,GC6,1.5 MT,Inline,4,Gasoline,6.8,7.8,6.3
Geely,MK,1.5 MT,Inline,4,Gasoline,6.8,7.8,6.3
Geely,Otaka,1.5 MT,Inline,4,Gasoline,7,7.5,6.5
Geely,Tugella,2.0 AT 4WD,inline,4,petrol,8.1,11.4,6.3
Geely,Vision,1.8 MT,Inline,4,Gasoline,7.5,10.2,5.9
Genesis,G70,2.0 T AT AWD,Inline,4,Gasoline,9.3,13.5,6.8
Genesis,G70,2.0 T AT,Inline,4,Gasoline,9.3,10.6,7.8
Genesis,G70,2.2 d AT AWD,Inline,4,Diesel,7.3,8.1,6.3
Genesis,G70,2.2 d AT,Inline,4,Diesel,6.6,7.4,5.6
Genesis,G70,3.3 T AT AWD,V-type,6,Gasoline,11.6,13.5,9.5
Genesis,G70,3.3 T AT,V-type,6,Gasoline,11.1,12.7,9.4
Genesis,G80,2.0 AT AWD,Inline,4,Gasoline,9.2,12.2,7.5
Genesis,G80,3.3 AT AWD,V-type,6,Gasoline,11.7,16.9,8.7
Genesis,G80,3.3 AT,V-type,6,Gasoline,11.8,13.8,9.4
Genesis,G80,3.8 AT AWD,V-type,6,Gasoline,12.4,14.7,9.4
Genesis,G80,3.8 AT,V-type,6,Gasoline,10.7,13.1,8.4
Genesis,G80,5.0 AT AWD,V-type,8,Gasoline,13.1,15.7,10.2
Genesis,G80,5.0 AT,V-type,8,Gasoline,12.4,14.7,9.8
Genesis,G90,3.3 T-GDI AT AWD,V-type,6,Gasoline,12,16.9,9.1
Genesis,G90,3.8 GDI AT AWD,V-type,6,Gasoline,11.6,16.2,8.9
Genesis,G90,5.0 GDI AT AWD,V-type,8,Gasoline,12.1,17.2,9.2
Genesis,G90,5.0 GDI AT,V-type,8,Gasoline,12.4,14.7,9.8
Genesis,G90,5.0 GDI L AT AWD,V-type,8,Gasoline,12.3,17.8,9.1
Genesis,G90,5.0 L GDI AT AWD,V-type,8,Gasoline,12.3,17.8,9.1
Geo,Prizm,1.6 AT,inline,4,petrol,8.7,9.4,8.1
Geo,Prizm,1.6 MT,inline,4,petrol,7.3,7.8,6.9
Geo,Prizm,1.8 AT,inline,4,petrol,7.6,8.1,6.9
Geo,Prizm,1.8 MT,inline,4,petrol,7.6,8.1,6.9
Great Wall,Cowry (V80),2.0 MT,inline,4,petrol,9,12.5,9
Great Wall,Deer,2.2 MT 4WD,inline,4,petrol,9,14,7
Great Wall,Hover H3,2.0 MT 4WD,Inline,4,Gasoline,10,14,8.8
Great Wall,Hover H3,2.0 MT AWD,Inline,4,Gasoline,10.7,14,8.8
Great Wall,Hover H3,2.0 MT,Inline,4,Gasoline,8.8,10.2,7.6
Great Wall,Hover H3,2.0 Turbo MT AWD,Inline,4,Gasoline,8.7,10.6,7.4
Great Wall,Hover H3,2.4 MT 2WD,Inline,4,Gasoline,10,13,8.8
Great Wall,Hover H3,2.4 MT 4WD,Inline,4,Gasoline,8.8,10.2,7.6
Great Wall,Hover H3,2.4 MT,Inline,4,Gasoline,8.8,10.2,7.6
Great Wall,Hover H5,2.0 TD AT 4WD,Inline,4,Diesel,8.4,8.9,7.6
Great Wall,Hover H5,2.0 TD MT 4WD,Inline,4,Diesel,8.4,8.9,7.6
Great Wall,Hover H5,2.4 MT 4WD,Inline,4,Gasoline,9.4,10.7,8.2
Great Wall,Hover H6,1.5 Turbo MT 4WD,Inline,4,Gasoline,7.9,8.1,7.2
Great Wall,Hover H6,1.5 Turbo MT,Inline,4,Gasoline,7.9,8.1,7.2
Great Wall,Hover H6,2.0 AT,Inline,4,Gasoline,8.5,8.9,7.4
Great Wall,Hover H6,2.0 MT 4WD,Inline,4,Gasoline,8.5,8.9,7.4
Great Wall,Hover H6,2.0 MT,Inline,4,Gasoline,8.5,8.9,7.4
Great Wall,Hover H6,2.0 TD AT 4WD,Inline,4,Diesel,7.8,8.3,7.2
Great Wall,Hover H6,2.0 TD AT,Inline,4,Diesel,7.8,8.3,7.2
Great Wall,Hover H6,2.0 TD MT 4WD,Inline,4,Diesel,8.4,8.7,7.6
Great Wall,Hover H6,2.0 TD MT,Inline,4,Diesel,8.4,8.7,7.6
Great Wall,Hover M2,1.5 MT 4WD,inline,4,petrol,7.4,9.2,5.9
Great Wall,Hover M2,1.5 MT,Inline,4,Gasoline,7.4,8.8,6.9
Great Wall,Hover M4,1.5 MT,Inline,4,Gasoline,7.6,8.2,6.5
Great Wall,Hover,2.0 MT 4WD,inline,4,petrol,10,14,8.8
Great Wall,Hover,2.4 MT 4WD,inline,4,petrol,10,13,8.8
Great Wall,Safe,2.2 MT,Inline,4,Gasoline,10,12,8.5
